year,agency_code,ach_score,eg_score,books,media_school,devices,device_access,act_per1000,bha_per1000,total_funds,total_ppe,he_pct,music_cat,theatre_cat,poverty,number_of_teachers,pct_met
2019,590306,51.8,83,44.28,1999,0.71,Yes,0,0,2174909,6970.87,0.25,Y,N,HIGH,25,22.2
2019,590310,52.4,97,13.5,2008,0.91,Yes,35.0584,36.728,3618516,6040.93,0.157894731,Y,Y,HIGH,53,16.7
2019,590316,69.1,79.5,25.14,2003,0.86,Yes,0,0,2525107,6697.9,0.392857134,Y,N,NEITHER,31,37.5
2019,590320,65.7,87.8,17.69,2002,0.9,Yes,0,0,2327508,6273.61,0.214285716,Y,N,NEITHER,29,55.6
2019,590326,50.8,79.9,0,0,,0,44.7761,14.925,1038979,15507.18,0.444444448,,,LOW,14,
2019,590328,89.4,90.9,0,0,0.94,Yes,0,0,1292064,4803.22,0.545454562,Y,Y,LOW,14,33.3
2019,590330,70.4,94.4,3.57,2008,0.61,Yes,35.7143,8.571,8489670,6064.05,0.3125,Y,Y,NEITHER,102,50
2019,590332,60.6,78.7,33.02,2004,0.76,Yes,0,30.899,2444465,6866.48,0.192307696,Y,N,HIGH,30,50
2019,590336,65.1,70.4,74.79,2003,0.82,Yes,0,0,1726403,7223.45,0.263157904,Y,N,NEITHER,22,25
2019,590340,68.4,91.5,27.98,2003,0.5,No,0,0,2188764,7176.28,0.333333343,Y,N,NEITHER,23,50
2019,590344,60.2,72.4,33.13,1999,0.73,Yes,0,6.289,2018615,6347.85,0.079999998,Y,N,NEITHER,26,66.7
2019,590352,54.5,80.3,32.84,1998,0.79,Yes,0,0,3031954,7236.17,0.349999994,Y,N,NEITHER,36,12.5
2019,590356,60.9,95.6,14.72,2002,0.89,Yes,13.8037,27.607,3750041,5751.6,0.292682916,Y,Y,NEITHER,58,58.3
2019,590393,66.2,71.3,0,0,0.72,Yes,0,10.695,771573,4126.07,0.384615392,,,NEITHER,13,50
2019,600300,56.2,78.2,9.53,2006,0.45,Yes,9.0703,12.472,5416317,6140.95,0.25,Y,N,NEITHER,65,40
2019,600301,43.9,77.3,8.01,2005,1,Yes,6.1029,13.078,5706175,4974.87,0.149253726,Y,N,NEITHER,76,52.9
2019,600302,91.8,100,3.34,2005,0.86,Yes,1.2169,3.347,12877446,3917.69,0.4375,Y,Y,LOW,171,30.4
2019,600303,38.3,59.4,20.71,2015,0.46,Yes,0,39.788,2687964,7129.88,0.275862068,Y,N,NEITHER,37,
2019,600305,52.2,54.4,8.17,2006,0.68,Yes,4.2781,20.321,4164647,4454.17,0.079999998,Y,Y,LOW,56,6.3
2019,600308,32.1,58,25.52,2005,0.42,Yes,3.5336,0,1997655,7058.86,0.25,Y,N,HIGH,23,0
2019,600311,33.4,75.7,18.2,2009,0.86,Yes,13.7255,62.745,3468331,6800.65,0.300000012,Y,N,HIGH,48,0
2019,600312,83.6,77,3.56,2009,0.81,Yes,7.9968,8.796,10924292,4367.97,0.234375,Y,Y,LOW,133,15.8
2019,600313,87,100,6.48,2005,0.9,Yes,2.3419,13.466,6923223,4053.41,0.494382024,Y,Y,LOW,89,52.6
2019,600314,85.1,88,13.73,2005,0.76,Yes,1.0627,1.063,4640287,4931.23,0.370370358,Y,N,LOW,58,0
2019,600316,65.3,84.1,15.96,2002,1.04,Yes,9.7847,25.44,3487619,6825.09,0.200000003,Y,N,NEITHER,42,0
2019,600317,48.1,94,14.32,2006,0.33,Yes,7.9893,21.305,4278183,5696.65,0.239999995,Y,N,NEITHER,60,47.1
2019,600318,51.5,75.2,14.64,2006,0.77,Yes,11.6279,10.336,3935502,5084.63,0.134615392,Y,N,NEITHER,53,15.4
2019,600319,54.5,89.4,26.86,2011,0.55,Yes,1.9724,35.503,3673503,7245.57,0.285714299,Y,N,NEITHER,45,26.7
2019,600322,81.7,81.6,10.86,2004,1.05,Yes,0,0,4294544,5288.85,0.266666681,Y,N,LOW,50,0
2019,600328,73.3,89,15.13,2005,1.4,Yes,0,0,3756937,4911.03,0.13636364,Y,N,LOW,46,0
2019,600329,49.7,87.6,8.02,2007,0.67,Yes,1.3947,12.552,4144703,5780.62,0.270833343,Y,N,NEITHER,53,38.5
2019,600333,65.5,88.3,8.15,2004,0.8,Yes,17.301,13.841,5453880,4717.89,0.25,Y,Y,LOW,73,26.7
2019,600334,96,0,0,0,0.74,Yes,4.4248,0,687143,3040.46,0.5,N,N,LOW,4,25
2019,600335,0,0,20.9,2000,0.55,Yes,2.2321,2.232,3150487,7032.34,0.166666672,Y,N,NEITHER,47,
2019,600336,81,78.9,27.34,2010,0.97,Yes,0,9.967,2332071,7747.75,0.157894731,Y,N,LOW,24,0
2019,600338,58.7,61,19.37,2002,0.93,Yes,5.7915,7.722,3127532,6037.71,0.212121218,Y,N,LOW,34,0
2019,600341,38.6,57.2,7.59,2004,0.66,Yes,12.7758,26.713,5079150,5899.13,0.107142858,Y,N,NEITHER,65,17.6
2019,600344,74.1,81.9,14.1,2001,0.88,Yes,1.2579,7.547,4421852,5562.08,0.244444445,Y,Y,LOW,56,20
2019,600345,85.4,100,7.44,2005,0.83,Yes,6.2893,22.013,7615475,3991.34,0.413793117,Y,Y,LOW,99,26.3
2019,600346,75.8,82,15.31,2004,0.73,Yes,0,0,3196506,4895.11,0.176470593,Y,N,LOW,37,6.7
2019,600349,60.4,75.4,22.76,2004,0.81,Yes,6.0606,4.04,2938517,5936.4,0.394736856,Y,N,NEITHER,52,20
2019,600351,56,94.4,8.7,2003,0.85,Yes,22.4719,30.899,3918156,5503.03,0.319148928,Y,N,NEITHER,52,23.1
2019,600352,63.2,80.1,12.9,2007,1,Yes,0,1.733,3129520,5423.78,0.303030312,Y,N,LOW,36,26.7
2019,600353,80.2,71.2,9.57,2003,0.64,Yes,2.2222,4.444,3924252,4360.28,0.090909094,Y,Y,LOW,50,31.3
2019,600357,82.9,82.5,16.19,2001,0.88,Yes,0,0,3563280,5083.14,0.270270258,Y,N,LOW,41,9.1
2019,600361,72.6,84.5,7.2,2001,0.73,Yes,7.8624,5.897,9891890,4860.88,0.375,Y,Y,LOW,132,31.8
2019,600362,40.2,50.4,13.09,2002,1.27,Yes,2.9412,17.647,3560125,5235.48,0.025641026,Y,N,NEITHER,46,9.1
2019,600364,33.9,71,18.81,2009,0.58,Yes,15.873,21.164,1373123,7265.21,0.235294119,Y,Y,NEITHER,19,0
2019,600365,45.6,60.7,10.17,2003,0.67,Yes,7.9618,41.401,3417053,5441.17,0.181818187,Y,N,NEITHER,49,9.1
2019,600366,39.4,56.6,18.22,2008,0.62,Yes,8.9767,32.316,3731280,6698.89,0.288888902,Y,N,NEITHER,52,0
2019,600367,78,85.6,26.37,2006,0.54,Yes,0,0,2451514,6716.48,0.333333343,Y,N,LOW,42,10
2019,600368,60.1,83.2,18.03,2002,1.09,Yes,0,0,3847325,5983.4,0.142857149,Y,Y,NEITHER,47,15.4
2019,600369,59.8,69.3,12.2,2004,1.48,Yes,4.6893,33.998,4074233,4776.36,0.116279073,Y,N,LOW,52,17.6
2019,600374,28.3,68.3,33.91,2011,0.59,Yes,23.8095,33.333,3911366,9312.78,0.096774191,Y,N,HIGH,52,0
2019,600377,67.8,87,7.35,1996,0.73,Yes,10.3296,5.903,10305905,5069.31,0.307692319,Y,Y,LOW,131,13.6
2019,600379,67.9,80.6,12.8,2010,0.76,Yes,0,0,2629019,5948.01,0,Y,N,LOW,30,0
2019,600381,35.3,72.1,6.61,2006,0.65,Yes,38.4615,84.842,4664433,5276.51,0.06779661,Y,Y,NEITHER,60,40
2019,600382,85.3,57.7,11.34,2010,1.04,Yes,1.857,5.571,5041705,4681.25,0.307692319,Y,N,LOW,68,5.9
2019,600383,84.4,59.9,11.23,2005,1,Yes,7.3665,2.762,4931992,4541.43,0.152542368,Y,N,LOW,67,13.3
2019,600384,62.6,59.7,23.59,2003,1,Yes,0,2,2770135,5540.27,0.225806445,Y,N,LOW,32,0
2019,600385,73.2,90.5,12.88,2007,0.9,Yes,0,18.182,3884178,5432.42,0.377777785,Y,N,LOW,45,13.3
2019,600386,75,76.8,14.28,2009,0.64,Yes,4.0161,4.016,2106907,8461.48,0.050000001,,,LOW,42,0
2019,600392,88.1,81,11.7,2005,1.1,Yes,0,4.098,4727196,4843.44,0.264150947,Y,N,LOW,61,6.7
2019,600394,68.5,89.5,7.66,2004,0.74,Yes,0,37.209,5194334,4831.94,0.161290318,Y,Y,LOW,65,21.1
2019,600397,48.3,97,6.22,2004,0.62,Yes,36.5854,3.659,9659682,5890.05,0.090090089,Y,Y,NEITHER,128,33.3
2019,600398,48.7,54.1,10.59,2004,0.68,Yes,1.8282,27.422,3340461,6106.88,0.425000012,Y,N,NEITHER,41,18.2
2019,600399,72.4,93.7,4.92,2008,0.83,Yes,2.1097,20.394,6410161,4507.85,0.373333335,Y,Y,LOW,80,13.3
2019,600404,96.2,0,0,0,0.83,Yes,,,549488,3019.17,0.5,,,LOW,5,50
2019,600405,41.7,56.7,6.21,2001,0.51,Yes,18.2768,30.679,8644661,5642.73,0.023529412,Y,N,NEITHER,137,31.6
2019,600406,86.6,84.2,11.3,2007,0.94,Yes,0,3.382,4240222,4780.41,0.392156869,Y,N,LOW,56,47.1
2019,600408,67.6,94.2,12.03,2012,0.77,Yes,0,7.133,3878898,5533.38,0.100000002,Y,N,NEITHER,49,73.3
2019,600409,69.5,77.8,23.43,2012,0.48,Yes,0,2.857,2138023,6108.64,0.319999993,Y,N,LOW,27,16.7
2019,600410,54.2,78.9,15.46,2002,0.63,Yes,1.7794,1.779,3400767,6051.19,0.130434781,Y,N,NEITHER,46,63.6
2019,600411,70,74.5,20.85,2004,0.87,Yes,6.6116,14.876,3305974,5464.42,0.264705896,Y,N,LOW,38,0
2019,600412,45.8,82.6,13.92,2003,0.68,Yes,2.2371,17.897,5049579,5648.3,0.100000002,Y,N,NEITHER,65,9.1
2019,600413,83.6,84.7,34.56,2002,0.81,Yes,0,4.167,1959719,8165.5,0.190476194,Y,N,LOW,20,0
2019,600414,42.3,68.4,33.25,1999,0.81,Yes,7.5188,20.05,2819719,7066.97,0.214285716,Y,N,NEITHER,32,15.4
2019,600415,66.6,76.3,8.96,2001,0.75,Yes,17.2005,9.49,8090843,4798.84,0.17582418,Y,Y,LOW,102,52.6
2019,600416,43.7,79.2,12.24,2005,0.96,Yes,0,4.769,3441421,5471.26,0.050000001,Y,N,NEITHER,44,0
2019,600418,53,57.6,21.88,2009,1,Yes,3.8835,5.825,2847773,5529.66,0.200000003,Y,N,LOW,38,0
2019,600420,81.5,83.7,12.29,2002,0.85,Yes,1.2469,16.209,4489402,5597.76,0.294117659,Y,N,LOW,51,6.7
2019,600422,59.6,92.2,9.71,2004,0.94,Yes,0,1.264,4369680,5524.25,0.140350878,Y,N,NEITHER,61,38.5
2019,600424,62.4,70.7,10.4,2007,0.82,Yes,0,8.163,5643789,5758.97,0.315789461,Y,N,NEITHER,70,11.8
2019,600426,64.1,96.3,4.45,2005,0.64,Yes,9.8039,13.539,11273537,5263.09,0.269230783,Y,Y,LOW,170,8.3
2019,600428,34.8,58,9.45,2005,0.63,Yes,23.3372,51.342,4592003,5358.23,0.10204082,Y,Y,NEITHER,64,7.7
2019,600429,57,52.4,6.54,2011,0.93,Yes,27.2615,30.979,3933268,4873.94,0.09375,Y,N,LOW,62,7.7
2019,600431,91.6,99.5,8.9,2004,0.76,Yes,1.6142,16.949,5455353,4403.03,0.54411763,Y,Y,LOW,70,16.7
2019,600432,50.4,57.6,7.45,2005,1.06,Yes,7.5282,3.764,4670993,5860.72,0.230769232,Y,N,NEITHER,54,15.4
2019,600433,78.9,68.4,10.1,2006,1.21,Yes,0,10.743,5077970,4546.08,0.254237294,Y,N,LOW,63,0
2019,600434,56.2,75,4.75,2005,0.81,Yes,6.6477,14.245,4786516,4545.6,0.259259254,Y,N,LOW,63,41.2
2019,600435,70.1,84.4,21.71,2010,0.5,Yes,0,0,1523995,9896.08,0.285714299,Y,N,LOW,19,0
2019,600436,61.1,89,17.52,2005,0.99,Yes,3.1596,0,3587381,5667.27,0.260869563,Y,N,LOW,47,20
2019,600437,79.1,83.4,12.65,2006,1.09,Yes,1.1223,3.367,3857538,4329.45,0.272727281,Y,N,LOW,52,13.3
2019,600438,57.6,75,17.4,2002,0.79,Yes,0,5.199,3498379,6063.05,0.333333343,Y,N,LOW,39,6.7
2019,600439,0,0,4.37,2007,0.46,Yes,188.0734,100.917,4073161,18684.23,0.117647059,,,NEITHER,42,0
2019,600440,59.2,75.3,10.66,2006,0.66,Yes,2.7816,19.471,4417901,6144.51,0.372549027,Y,N,NEITHER,52,13.3
2019,600442,62.8,85,11.8,2004,0.76,Yes,1.9743,48.371,5616324,5544.25,0.1875,Y,N,LOW,66,20
2019,600443,98.3,0,0,0,0.92,Yes,,,824805,3586.11,0.600000024,,,LOW,5,25
2019,600444,56.2,58.6,16.76,2004,0.85,Yes,0,0,3247908,6368.45,0.114285715,Y,N,LOW,37,0
2019,600445,69.8,93.7,3.96,2006,0.81,Yes,6.2709,0.418,10709605,4477.26,0.421875,Y,Y,LOW,130,15
2019,600446,56.9,62.1,8.94,2008,1.01,Yes,0,9.901,3377473,5573.39,0.081081078,Y,N,LOW,42,9.1
2019,600447,73.3,82.4,12.34,2002,1.17,Yes,1.938,0.969,4741223,4594.21,0.178571433,Y,N,LOW,57,6.7
2019,600448,41.5,98.8,13.2,2004,0.62,Yes,13.9485,52.575,4724447,5069.15,0.090909094,Y,N,NEITHER,61,61.5
2019,600449,74.6,83.2,20.55,2004,0.91,Yes,3.8388,11.516,3144859,6036.2,0.194444448,Y,N,LOW,38,30.8
2019,600450,52.7,78.5,8.34,2006,0.8,Yes,12.1003,25.065,5452130,4712.3,0.188405797,Y,Y,NEITHER,72,47.1
2019,600451,88.5,73,13.88,2007,1.23,Yes,1.7889,3.578,2923821,5230.45,0.151515156,Y,N,LOW,35,8.3
2019,600453,48.3,80.5,16.85,2004,0.52,Yes,1.8975,3.795,3474209,6592.43,0.297872335,Y,N,NEITHER,44,0
2019,600454,0,0,22.34,2004,1,No,4.4053,0,4841993,21330.37,0.405405402,Y,N,NEITHER,59,0
2019,600455,70.5,93,7.71,2005,0.78,Yes,4.0816,26.122,5495214,4485.89,0.25373134,Y,Y,LOW,73,21.1
2019,600457,57.3,68.2,9.66,2007,0.68,Yes,13.5328,4.274,7715118,5495.1,0.146341458,Y,Y,NEITHER,131,17.6
2019,600459,38.9,72.1,22.5,2004,0.58,Yes,0,15.873,2747834,6230.92,0.529411793,Y,N,NEITHER,35,11.1
2019,600461,0,0,56.88,2006,0.27,Yes,311.6883,38.961,3009882,39089.41,0.5,Y,N,NEITHER,24,33.3
2019,600462,56.3,80.6,15.55,2003,0.73,Yes,3.8119,3.812,4625457,5877.33,0.295081973,Y,N,NEITHER,60,0
2019,600463,51.3,58.1,14.74,2007,0.57,Yes,1.8349,9.174,3214430,5898.04,0.085714288,Y,N,NEITHER,41,0
2019,600464,76,77.6,21.17,2002,1.03,Yes,1.5361,9.217,3345982,5139.76,0.270270258,Y,N,LOW,40,40
2019,600466,79.3,85.3,1.88,2008,0.81,Yes,21.3855,28.916,14418859,4343.03,0.423312873,Y,Y,LOW,185,14.3
2019,600468,57.7,62.9,6.44,2009,0.96,Yes,11.1008,5.55,5461773,5052.52,0.157894731,Y,N,NEITHER,77,38.5
2019,600471,47.1,62.2,7.66,2006,0.74,Yes,0,24.752,4047869,5009.74,0.264150947,Y,N,NEITHER,54,9.1
2019,600474,48.2,75.4,11.39,2006,0.49,Yes,5.0125,2.506,4369767,5475.9,0.176470593,Y,N,NEITHER,57,23.1
2019,600475,61.7,64.6,12.62,2014,0.62,Yes,0,16.787,2294674,5502.82,0.380952388,Y,N,LOW,33,50
2019,600478,45.4,56.8,8.52,2009,0.93,Yes,1.3661,1.366,4236192,5787.15,0.229166672,Y,N,NEITHER,52,6.7
2019,600479,50.7,82.5,11.54,2005,0.74,Yes,27.8689,73.77,3803855,6235.83,0.13333334,Y,N,NEITHER,47,40
2019,600480,65.6,90.8,4.63,2004,0.73,No,11.6442,5.589,10954593,5102.28,0.11811024,Y,Y,LOW,163,33.3
2019,600481,50.5,71.9,8.57,2003,0.51,Yes,7.7178,6.615,4541439,5007.1,0.269230783,Y,N,NEITHER,57,33.3
2019,600482,81.9,91.7,8.22,2007,0.83,Yes,7.3193,35.682,5901389,5399.26,0.461538464,Y,Y,LOW,70,13.6
2019,600484,53,74.2,10.55,2013,0.5,Yes,3.1008,1.55,3597473,5577.48,0.209302321,Y,N,NEITHER,49,13.3
2019,600485,33.6,78,11.42,2007,0.78,Yes,4.9834,13.289,3789059,6294.12,0.179487184,Y,N,NEITHER,47,7.7
2019,600488,62.5,56.3,15.47,2004,1.06,Yes,5.1903,15.571,3472010,6006.94,0.239130437,Y,Y,LOW,49,0
2019,600489,24.8,80.4,38.67,2012,0.72,Yes,10.6952,16.043,3117355,8335.18,0.1875,Y,N,HIGH,42,14.3
2019,600490,67,90.5,3.88,2003,0.63,Yes,12.931,7.053,11660368,4569.11,0.097744361,Y,Y,LOW,164,
2019,600491,82.3,83.9,12.12,2006,1.16,Yes,0,0,3519737,4762.84,0.146341458,Y,N,LOW,47,0
2019,600492,82.6,66.1,19.24,2003,1.09,Yes,0,2.268,3258661,7389.26,0.225806445,Y,N,LOW,31,0
2019,600493,80.2,86.8,15.25,2011,1.13,Yes,1.3004,1.3,3746851,4872.37,0.418604642,Y,N,LOW,44,0
2019,600494,54.5,88.6,11.2,2006,0.64,Yes,3.0817,3.082,3975753,6125.97,0.326086968,Y,N,NEITHER,46,7.7
2019,600496,75.3,82.4,4.6,2005,0.72,Yes,11.3095,10.714,8037135,4784.01,0.08510638,Y,N,LOW,104,23.1
2019,600497,87.5,93.2,6.01,2008,0.69,Yes,3.7106,10.204,4343013,4028.77,0.428571433,Y,Y,LOW,50,7.1
2019,600498,50.6,59.7,11.89,2004,0.48,Yes,13.986,97.902,1606412,11233.66,0.25,N,N,NEITHER,15,0
2019,600499,66.9,72.7,0,0,0.54,Yes,3.4602,0,804541,2783.88,0.142857149,N,N,LOW,7,33.3
2019,600500,65.4,78.5,14.88,2002,0.71,Yes,2.6042,3.906,4093270,5329.78,0.116279073,Y,N,LOW,51,26.7
2019,600501,50.4,84.2,15.12,2006,0.62,Yes,0,13.363,3155885,7028.7,0.170731708,Y,N,NEITHER,39,23.1
2019,600503,55.6,67,10.45,2007,0.74,Yes,2.5445,13.995,4626331,5885.92,0.172413796,Y,N,NEITHER,61,13.3
2019,600507,92.2,86.2,11.53,2007,0.86,Yes,0,3.043,4556955,4621.66,0.326923072,Y,N,LOW,57,0
2019,600508,90.6,90.7,5.26,2003,0.71,Yes,6.2273,3.633,8824406,4579.35,0.343137264,Y,Y,LOW,105,17.6
2019,600509,55.6,82.8,7.68,2003,0.71,Yes,17.2712,34.542,5083317,4389.74,0.24242425,Y,N,NEITHER,69,46.7
2019,600512,48.3,83.7,29.96,2000,0.77,Yes,1.8587,11.152,3656161,6795.84,0.333333343,Y,N,NEITHER,43,13.3
2019,600513,83.1,54.8,8.06,2005,0.84,Yes,11.1206,1.711,5212979,4459.35,0.24242425,Y,N,LOW,68,6.3
2019,600514,29.3,50,10.67,2004,1.01,Yes,42.0018,52.726,5452539,4872.69,0.25,Y,Y,NEITHER,79,20
2019,600515,26.4,59.5,12.08,2014,0.85,Yes,3.5714,17.857,3108469,5550.84,0.142857149,Y,Y,HIGH,42,0
2019,600516,63.2,89.2,11.12,2005,0.89,Yes,3.7783,6.297,4324853,5446.92,0.490566045,Y,N,LOW,51,13.3
2019,600517,44.7,84.1,25.2,2011,0.59,Yes,2.3697,2.37,3190736,7560.99,0.14705883,Y,N,HIGH,34,85.7
2019,600518,51.3,71.1,9,2008,0.72,Yes,9.3095,0.776,5621959,4361.49,0.287878782,Y,Y,LOW,73,26.3
2019,600519,0,0,30.95,2007,0.6,Yes,0,9.494,2669184,8446.79,0.444444448,Y,N,LOW,35,
2019,600520,30.2,82.4,13.92,2008,0.65,Yes,22.7273,77.652,3818685,7232.36,0.441860467,Y,N,NEITHER,47,15.4
2019,600521,55.2,85.6,15.07,2006,1.71,Yes,0,4.032,4090414,5497.87,0.319999993,Y,N,NEITHER,52,15.4
2019,600522,84.9,70.8,13.36,2002,0.73,Yes,1.2376,2.475,4180251,5173.58,0.270833343,Y,N,LOW,53,33.3
2019,600527,66.7,61.5,27.12,2002,1.03,Yes,28.9256,4.132,3054086,6310.1,0.25,Y,N,NEITHER,36,9.1
2019,600530,81.3,69.9,10.44,2006,0.96,Yes,1.1025,1.103,4078469,4496.66,0.235294119,Y,N,LOW,53,0
2019,600532,81.8,71.9,9.74,2003,1.33,Yes,0.7315,2.926,7254996,5307.24,0.409090906,Y,Y,LOW,87,15.8
2019,600534,64.6,85.1,11.47,2003,0.9,Yes,3.1546,7.886,3246054,5119.96,0.340909094,Y,N,LOW,40,6.7
2019,600535,72,94.9,2.37,2007,0.81,Yes,8.2974,6.97,13336561,4426.34,0.205882356,Y,Y,LOW,202,36.4
2019,600537,85.1,88.1,8.71,2008,0.8,Yes,1.0267,10.267,4057877,4166.2,0.450980395,Y,Y,LOW,52,18.8
2019,600538,52.6,73.9,7.45,2003,0.78,Yes,5.5827,16.05,5950904,4152.76,0.208955228,Y,Y,LOW,82,26.3
2019,600545,43.7,58.8,11.14,2012,0.8,Yes,21.2766,6.383,2591423,5513.67,0.45161289,Y,N,NEITHER,34,18.2
2019,600546,40.6,67.8,11.89,2006,0.67,Yes,3.4483,41.379,3393665,5851.15,0.236842111,Y,N,NEITHER,41,9.1
2019,600549,56.7,83.6,11.72,2003,0.94,Yes,1.3812,6.906,3869634,5344.8,0.285714299,Y,N,LOW,50,15.4
2019,600550,40.4,75.9,16.42,2002,0.58,Yes,1.5552,13.997,3620378,5630.45,0.219999999,Y,N,NEITHER,50,27.3
2019,600553,34.3,87.1,18.71,1990,0.74,Yes,6.734,42.088,4126237,6946.53,0.196078435,Y,N,HIGH,63,0
2019,600557,68.5,78.4,18.33,2005,1.03,Yes,0,0,4336362,5559.44,0.319148928,Y,N,LOW,50,18.2
2019,600558,84.3,83.6,14.93,2010,0.66,Yes,0,0,3206263,5528.04,0.189189196,Y,N,LOW,37,14.3
2019,600562,45.1,63.2,11.82,2001,0.78,Yes,8.7848,27.818,3894076,5701.43,0.111111112,Y,N,NEITHER,50,38.5
2019,600565,47.3,53.6,21.53,2002,0.63,Yes,0,62.937,3170373,7390.15,0.194444448,Y,Y,NEITHER,39,0
2019,600566,53.1,68.2,12.72,2007,1.29,Yes,0,7.764,3712814,5765.24,0.25,Y,N,NEITHER,44,7.7
2019,600567,90.6,89.3,,2017,0.66,Yes,3.1847,3.185,1513605,4820.4,0.714285731,,,LOW,19,33.3
2019,600569,82.9,87.3,0,0,0.46,Yes,0,0,502391,5023.91,0.5,,,LOW,4,
2019,600571,90.8,80.4,19.38,2006,0.76,Yes,0,0,2415478,6407.11,0.25,Y,N,LOW,27,60
2019,600574,42.9,86.3,3.41,2017,0.37,Yes,3.2468,48.701,3094604,10047.42,0.200000003,Y,N,HIGH,43,12.5
2019,600576,47.7,59,9.84,2001,0.41,Yes,46.9484,21.127,8735588,6835.36,0.172413796,Y,Y,NEITHER,117,0
2019,600577,44.3,76.6,25.61,2011,0.75,Yes,5.988,5.988,3076454,6140.63,0.172413796,Y,N,HIGH,40,54.5
2019,600579,53.8,67.1,6.21,2009,0.38,Yes,27.2,2.4,8265812,6612.65,0.08791209,Y,N,NEITHER,104,21.1
2019,600582,76.1,57.7,32.73,2014,0.73,Yes,,,1647796,7772.63,0.272727281,Y,N,LOW,19,0
2019,600583,28.4,58.1,17.72,2015,0.69,Yes,42.6439,23.454,2738170,5838.32,0.227272734,Y,N,NEITHER,38,
2019,600586,50.9,75.9,12.77,2003,0.59,Yes,5.1216,46.095,4318053,5528.88,0.208333328,Y,N,NEITHER,53,23.1
2019,600587,62.1,93.4,17.38,1999,0.66,Yes,0,1.664,3742713,6227.48,0.294117659,Y,N,NEITHER,48,30.8
2019,600588,68.7,79.3,17.76,2004,0.88,Yes,0,18.072,3604330,5428.21,0.282608688,Y,N,LOW,46,13.3
2019,600589,41.2,80.6,14.91,2006,0.83,Yes,0,17.296,3764482,5919,0.04255319,Y,N,NEITHER,53,9.1
2019,600590,67.6,91,17.6,2007,0.91,Yes,0,3.827,3606407,4600.01,0.15384616,Y,N,LOW,45,11.8
2019,600592,48.1,61.4,5.84,2002,0.69,Yes,17.4142,2.111,9446858,4985.15,0.086538464,Y,Y,NEITHER,124,21.1
2019,600593,43.8,88.2,34.34,2014,0.44,Yes,0,10,938615,9386.15,0.111111112,Y,N,NEITHER,10,
2019,60B000,56.7,88.2,7.86,2014,2.58,Yes,3.8936,15.574,,,0,Y,N,HIGH,129,10
2019,60D000,90.2,95.4,4.16,2006,2.18,Yes,0,2.861,,,,Y,Y,LOW,129,40.9
2019,60F000,98.5,80.6,15.95,2014,2.94,No,0,0,,,0.588235319,Y,N,LOW,34,0
2019,60G000,70.8,85.1,9.04,2011,3.22,No,1.6434,8.217,,,0.620689631,Y,Y,LOW,74,15.8
2019,60I000,85.6,81.3,2.15,1999,6.97,No,0,1.435,,,1,Y,Y,LOW,102,33.3
2019,60J000,78.9,83.1,31.25,2010,2.71,Yes,1.4535,10.174,,,0.484848499,Y,Y,LOW,55,8.3
2019,60K000,54.1,71.2,0,0,5.01,No,0,14.134,,,1,N,N,NEITHER,30,27.3
2019,60L000,35,68.2,0,0,,0,10.6667,25.333,,,0,N,N,HIGH,56,0
2019,60M000,75.6,69,0,0,3.63,Yes,1.0163,17.276,,,0,Y,Y,NEITHER,71,0
2019,60N000,54.3,78.3,0,0,,0,17.6991,0,,,0,,,HIGH,13,66.7
2019,60P000,27.9,59.3,2.13,2012,0.94,Yes,0,0,,,0.166666672,N,N,HIGH,8,0
2019,60Q000,39.5,79.9,0,0,,0,2.5707,0,,,0.400000006,Y,N,NEITHER,44,0
2019,60S000,72,84.4,1.11,2015,3.19,Yes,3.6955,13.304,,,0.5,Y,Y,LOW,74,26.7
2019,60U000,0,0,0,0,,0,0,0,,,,Y,N,HIGH,10,87.5
2019,60V000,29.3,58.5,30.61,2006,4.9,Yes,0,4.082,,,0.105263159,Y,N,HIGH,22,22.2
2019,60Y000,60.7,91.8,0,0,,No,3.1447,9.434,,,0.5,Y,N,LOW,31,25
2019,610302,57.2,70.9,23.36,2001,0.92,Yes,0,23.364,1600410,7478.56,0.375,Y,N,NEITHER,22,0
2019,610310,66.1,89.1,22.27,1999,0.85,Yes,0,0,1456468,5896.64,0.333333343,Y,N,NEITHER,20,15.4
2019,610320,52,83.2,40.88,2004,0.87,Yes,,,1637121,6248.56,0.294117659,Y,N,NEITHER,21,0
2019,610322,0,0,45.98,2009,0.83,Yes,,,1640314,7162.95,0.400000006,Y,N,NEITHER,17,
2019,610326,62.9,59.2,19.5,2001,0.97,Yes,15.5039,15.504,1606020,6224.89,0.285714299,Y,N,NEITHER,23,10
2019,610332,90.6,84.5,0,0,0.98,Yes,0,0,466794,3646.84,0.200000003,Y,N,NEITHER,5,0
2019,610334,64.8,61.4,15.74,2004,0.85,Yes,22.6337,10.288,3333783,6859.64,0.472222209,Y,N,NEITHER,47,22.2
2019,61J000,51.9,84.3,0,0,,0,0,0,,,0,Y,N,LOW,10,0
2019,61K000,54.2,91.3,0,0,,0,4.902,9.804,,,0,Y,N,NEITHER,32,50
2019,61L000,0,0,0,0,,0,0,0,,,,,,HIGH,7,66.7
2019,61M000,69,81.2,0,0,4.09,Yes,0,1.629,,,0.318181813,,,NEITHER,47,25
2019,61N000,69.1,65.4,0,0,,0,6.1224,2.041,,,0.176470593,Y,N,LOW,50,0
